"","team","game.id","three_pt_Attempts","three_pt_Made","three_pt_Percentage","win","total_pts.points"
"848","hou",34343,51,17,33.3,1,111
"849","hou",34365,38,6,15.8,0,100
"850","hou",34375,38,18,47.4,1,125
"851","hou",34388,52,20,38.5,0,109
"852","hou",34407,43,15,34.9,1,131
"853","hou",34414,32,17,53.1,1,123
"854","hou",34436,40,14,35,1,140
"855","hou",34445,55,21,38.2,1,129
"856","hou",34458,39,12,30.8,1,101
"857","hou",34480,39,15,38.5,1,118
"858","hou",34485,49,15,30.6,1,100
"859","hou",34503,38,11,29,1,129
"860","hou",34514,39,17,43.6,1,121
"861","hou",34522,42,15,35.7,0,105
"862","hou",34535,41,10,24.4,0,105
"863","hou",34549,44,21,47.7,1,137
"864","hou",34563,39,9,23.1,0,103
"865","hou",34572,44,14,31.8,1,111
"866","hou",34586,35,7,20,0,108
"867","hou",34596,42,16,38.1,1,119
"868","hou",34610,35,14,40,0,114
"869","hou",34621,31,10,32.3,0,109
"870","hou",34634,31,12,38.7,1,123
"871","hou",34653,39,11,28.2,0,101
"872","hou",34666,45,14,31.1,1,105
"873","hou",34683,51,13,25.5,0,108
"874","hou",34689,43,16,37.2,1,121
"875","hou",34720,38,16,42.1,1,128
"876","hou",34734,40,13,32.5,1,107
"877","hou",34753,36,18,50,1,133
"878","hou",34781,40,13,32.5,0,109
"879","hou",34792,51,20,39.2,1,129
"880","hou",34812,58,22,37.9,1,142
"881","hou",34826,45,10,22.2,0,108
"882","hou",34844,52,20,38.5,1,122
"883","hou",34864,42,18,42.9,1,123
"884","hou",34882,39,14,35.9,0,110
"885","hou",34894,32,8,25,0,108
"886","hou",34906,47,15,31.9,1,115
"887","hou",34929,45,16,35.6,1,117
"888","hou",34950,43,18,41.9,1,139
"889","hou",34964,40,13,32.5,0,112
"890","hou",34974,24,5,20.8,1,109
"891","hou",34988,38,17,44.7,1,125
"892","hou",35019,39,14,35.9,1,117
"893","hou",35031,39,20,51.3,1,137
"894","hou",35048,31,5,16.1,0,106
"895","hou",35065,34,8,23.5,0,107
"896","hou",35076,37,12,32.4,0,98
"897","hou",35093,38,14,36.8,1,123
"898","hou",35108,34,10,29.4,1,110
"899","hou",35122,51,16,31.4,0,109
"900","hou",35140,43,18,41.9,1,135
"901","hou",35150,40,9,22.5,0,96
"902","hou",35164,56,19,33.9,1,123
"903","ind",33945,19,10,52.6,1,130
"904","ind",33959,24,7,29.2,0,94
"905","ind",33970,18,7,38.9,0,101
"906","ind",33988,28,10,35.7,1,115
"907","ind",34006,23,10,43.5,0,107
"908","ind",34023,26,12,46.2,1,111
"909","ind",34035,33,9,27.3,0,100
"910","ind",34050,19,9,47.4,1,122
"911","ind",34061,19,5,26.3,0,105
"912","ind",34070,27,6,22.2,0,99
"913","ind",34085,25,8,32,1,88
"914","ind",34100,28,10,35.7,1,103
"915","ind",34115,7,1,14.3,0,96
"916","ind",34135,22,11,50,1,115
"917","ind",34142,23,6,26.1,0,83
"918","ind",34156,27,7,25.9,0,85
"919","ind",34174,26,11,42.3,1,118
"920","ind",34189,19,5,26.3,1,91
"921","ind",34215,14,6,42.9,0,109
"922","ind",34243,14,5,35.7,1,111
"923","ind",34254,15,3,20,0,106
"924","ind",34269,23,7,30.4,1,109
"925","ind",34283,25,14,56,0,103
"926","ind",34288,29,15,51.7,1,118
"927","ind",34301,36,17,47.2,1,110
"928","ind",34317,27,9,33.3,0,89
"929","ind",34325,21,3,14.3,0,95
"930","ind",34340,19,6,31.6,1,105
"931","ind",34353,21,7,33.3,1,107
"932","ind",34361,23,6,26.1,0,111
"933","ind",34380,23,7,30.4,0,102
"934","ind",34405,25,9,36,0,85
"935","ind",34416,28,11,39.3,0,105
"936","ind",34432,19,7,36.8,1,111
"937","ind",34450,22,9,40.9,1,117
"938","ind",34463,16,9,56.2,1,121
"939","ind",34476,22,10,45.4,1,121
"940","ind",34492,24,11,45.8,1,123
"941","ind",34526,29,12,41.4,0,112
"942","ind",34556,19,5,26.3,1,98
"943","ind",34575,21,7,33.3,1,106
"944","ind",34589,24,10,41.7,0,96
"945","ind",34599,20,10,50,0,100
"946","ind",34612,26,7,26.9,0,103
"947","ind",34631,18,10,55.6,1,109
"948","ind",34635,28,10,35.7,1,115
"949","ind",34653,21,5,23.8,1,120
"950","ind",34670,20,9,45,1,98
"951","ind",34687,20,8,40,1,106
"952","ind",34697,24,7,29.2,1,105
"953","ind",34710,26,8,30.8,1,93
"954","ind",34723,25,13,52,0,117
"955","ind",34745,21,4,19,0,107
"956","ind",34749,22,10,45.4,0,100
"957","ind",34765,20,9,45,0,106
"958","ind",34775,24,12,50,0,104
"959","ind",34788,18,4,22.2,0,98
"960","ind",34797,26,11,42.3,1,102
"961","ind",34809,12,4,33.3,0,95
"962","ind",34826,30,13,43.3,1,117
"963","ind",34842,24,7,29.2,0,99
"964","ind",34867,33,15,45.4,1,97
"965","ind",34881,30,12,40,0,88
"966","ind",34896,23,11,47.8,1,115
"967","ind",34907,18,2,11.1,0,85
"968","ind",34927,15,5,33.3,1,102
"969","ind",34941,29,8,27.6,0,81
"970","ind",34945,28,12,42.9,1,98
"971","ind",34980,23,6,26.1,0,91
"972","ind",34986,20,10,50,1,107
"973","ind",35000,28,11,39.3,0,100
"974","ind",35015,24,13,54.2,0,117
"975","ind",35032,17,7,41.2,1,107
"976","ind",35044,18,5,27.8,0,114
"977","ind",35056,25,10,40,0,97
"978","ind",35066,26,11,42.3,0,100
"979","ind",35091,41,16,39,0,130
"980","ind",35097,25,12,48,1,108
"981","ind",35115,25,8,32,1,104
"982","ind",35130,22,11,50,1,127
"983","ind",35143,16,5,31.2,1,120
"984","ind",35166,24,10,41.7,1,104
"985","lac",33957,29,8,27.6,1,114
"986","lac",33975,27,6,22.2,1,88
"987","lac",33985,16,6,37.5,1,116
"988","lac",34004,22,7,31.8,0,83
"989","lac",34014,27,8,29.6,1,99
"990","lac",34026,23,9,39.1,1,116
"991","lac",34038,25,13,52,1,114
"992","lac",34055,32,11,34.4,1,111
"993","lac",34066,27,11,40.7,1,110
"994","lac",34075,24,11,45.8,1,119
"995","lac",34092,25,14,56,1,127
"996","lac",34107,25,9,36,0,107
