"","team","game.id","three_pt_Attempts","three_pt_Made","three_pt_Percentage","total_pts.points","opp_three_pt_Attempts","opp_three_pt_Made","opp_three_pt_Percentage","win_team","diff_tpa","diff_tpm","diff_tpp","Percent_of_Points","opp_Percent_of_Points","diff_pop"
"498","lac",34026,23,9,39.1,116,25,10,40,1,-2,-1,-0.899999999999999,0.232758620689655,0.326086956521739,-0.093328335832084
"499","lac",34038,25,13,52,114,12,4,33.3,1,13,9,18.7,0.342105263157895,0.146341463414634,0.195763799743261
"500","lac",34055,32,11,34.4,111,30,6,20,1,2,5,14.4,0.297297297297297,0.225,0.0722972972972973
"501","lac",34066,27,11,40.7,110,28,16,57.1,1,-1,-5,-16.4,0.3,0.444444444444444,-0.144444444444444
"502","lac",34075,24,11,45.8,119,22,8,36.4,1,2,3,9.4,0.277310924369748,0.228571428571429,0.0487394957983193
"503","lac",34092,25,14,56,127,33,10,30.3,1,-8,4,25.7,0.330708661417323,0.315789473684211,0.0149191877331123
"504","lac",34107,25,9,36,107,26,15,57.7,0,-1,-6,-21.7,0.252336448598131,0.405405405405405,-0.153068956807275
"505","lac",34123,29,13,44.8,121,26,10,38.5,1,3,3,6.3,0.322314049586777,0.260869565217391,0.0614444843693855
"506","lac",34132,27,11,40.7,102,30,9,30,1,-3,2,10.7,0.323529411764706,0.284210526315789,0.0393188854489164
"507","lac",34147,25,10,40,123,19,8,42.1,1,6,2,-2.1,0.24390243902439,0.208695652173913,0.0352067868504772
"508","lac",34160,32,15,46.9,124,24,11,45.8,1,8,4,1.1,0.362903225806452,0.317307692307692,0.0455955334987593
"509","lac",34170,21,7,33.3,97,19,9,47.4,0,2,-2,-14.1,0.216494845360825,0.25,-0.0335051546391752
"510","lac",34189,24,4,16.7,70,19,5,26.3,0,5,-1,-9.6,0.171428571428571,0.164835164835165,0.0065934065934066
"511","lac",34201,40,13,32.5,122,38,13,34.2,0,2,0,-1.7,0.319672131147541,0.307086614173228,0.0125855169743126
"512","lac",34219,31,13,41.9,113,24,9,37.5,1,7,4,4.4,0.345132743362832,0.287234042553192,0.0578987008096403
"513","lac",34227,24,10,41.7,114,20,5,25,1,4,5,16.7,0.263157894736842,0.15625,0.106907894736842
"514","lac",34243,30,10,33.3,102,14,5,35.7,0,16,5,-2.40000000000001,0.294117647058824,0.135135135135135,0.158982511923688
"515","lac",34270,26,8,30.8,98,30,7,23.3,0,-4,1,7.5,0.244897959183673,0.182608695652174,0.0622892635314996
"516","lac",34295,36,17,47.2,133,19,8,42.1,1,17,9,5.1,0.383458646616541,0.228571428571429,0.154887218045113
"517","lac",34306,23,11,47.8,121,21,10,47.6,1,2,1,0.199999999999996,0.272727272727273,0.25,0.0227272727272727
"518","lac",34316,25,13,52,113,33,14,42.4,1,-8,-1,9.6,0.345132743362832,0.388888888888889,-0.0437561455260571
"519","lac",34337,25,7,28,102,27,6,22.2,1,-2,1,5.8,0.205882352941176,0.183673469387755,0.0222088835534213
"520","lac",34346,24,7,29.2,110,19,10,52.6,0,5,-3,-23.4,0.190909090909091,0.256410256410256,-0.0655011655011655
"521","lac",34366,36,16,44.4,119,39,11,28.2,1,-3,5,16.2,0.403361344537815,0.323529411764706,0.0798319327731092
"522","lac",34381,28,11,39.3,106,19,6,31.6,1,9,5,7.7,0.311320754716981,0.178217821782178,0.133102932934803
"523","lac",34395,29,13,44.8,88,29,7,24.1,0,0,6,20.7,0.443181818181818,0.233333333333333,0.209848484848485
"524","lac",34400,29,10,34.5,102,25,8,32,0,4,2,2.5,0.294117647058824,0.216216216216216,0.0779014308426073
"525","lac",34410,25,9,36,102,31,11,35.5,0,-6,-2,0.5,0.264705882352941,0.311320754716981,-0.0466148723640399
"526","lac",34436,33,13,39.4,116,40,14,35,0,-7,-1,4.4,0.336206896551724,0.3,0.0362068965517242
"527","lac",34447,30,8,26.7,88,29,10,34.5,0,1,-2,-7.8,0.272727272727273,0.263157894736842,0.00956937799043062
"528","lac",34459,16,7,43.8,109,15,2,13.3,1,1,5,30.5,0.192660550458716,0.0612244897959184,0.131436060662797
"529","lac",34473,23,9,39.1,115,28,11,39.3,1,-5,-2,-0.199999999999996,0.234782608695652,0.311320754716981,-0.0765381460213289
"530","lac",34491,31,13,41.9,106,30,9,30,1,1,4,11.9,0.367924528301887,0.275510204081633,0.0924143242202541
"531","lac",34501,30,9,30,98,27,7,25.9,1,3,2,4.1,0.275510204081633,0.244186046511628,0.0313241575700047
"532","lac",34524,26,9,34.6,105,27,6,22.2,1,-1,3,12.4,0.257142857142857,0.1875,0.0696428571428571
"533","lac",34541,28,10,35.7,113,21,10,47.6,1,7,0,-11.9,0.265486725663717,0.309278350515464,-0.0437916248517471
"534","lac",34561,28,12,42.9,120,30,10,33.3,1,-2,2,9.6,0.3,0.306122448979592,-0.00612244897959185
"535","lac",34580,22,4,18.2,101,16,5,31.2,0,6,-1,-13,0.118811881188119,0.144230769230769,-0.0254188880426504
"536","lac",34598,32,10,31.2,98,24,10,41.7,0,8,0,-10.5,0.306122448979592,0.24390243902439,0.0622200099552016
"537","lac",34607,24,14,58.3,115,29,9,31,1,-5,5,27.3,0.365217391304348,0.257142857142857,0.108074534161491
"538","lac",34615,34,18,52.9,110,29,10,34.5,0,5,8,18.4,0.490909090909091,0.247933884297521,0.24297520661157
"539","lac",34647,28,12,42.9,98,34,17,50,0,-6,-5,-7.1,0.36734693877551,0.354166666666667,0.0131802721088435
"540","lac",34679,19,5,26.3,124,20,7,35,1,-1,-2,-8.7,0.120967741935484,0.184210526315789,-0.0632427843803056
"541","lac",34685,25,10,40,120,34,14,41.2,0,-9,-4,-1.2,0.25,0.315789473684211,-0.0657894736842105
"542","lac",34706,29,10,34.5,102,52,16,30.8,0,-23,-6,3.7,0.294117647058824,0.448598130841121,-0.154480483782298
"543","lac",34711,35,13,37.1,109,24,10,41.7,0,11,3,-4.6,0.357798165137615,0.254237288135593,0.103560877002021
"544","lac",34731,25,10,40,119,27,8,29.6,1,-2,2,10.4,0.252100840336134,0.208695652173913,0.0434051881622214
"545","lac",34748,34,14,41.2,107,37,13,35.1,1,-3,1,6.1,0.392523364485981,0.382352941176471,0.0101704233095107
"546","lac",34768,25,9,36,88,23,4,17.4,1,2,5,18.6,0.306818181818182,0.166666666666667,0.140151515151515
"547","lac",34786,37,14,37.8,99,26,7,26.9,1,11,7,10.9,0.424242424242424,0.25,0.174242424242424
"548","lac",34794,28,11,39.3,113,25,13,52,0,3,-2,-12.7,0.292035398230089,0.317073170731707,-0.0250377725016188
"549","lac",34805,23,7,30.4,97,26,9,34.6,0,-3,-2,-4.2,0.216494845360825,0.257142857142857,-0.0406480117820324
"550","lac",34821,32,10,31.2,124,40,18,45,1,-8,-8,-13.8,0.241935483870968,0.446280991735537,-0.204345507864569
"551","lac",34844,34,12,35.3,103,52,20,38.5,0,-18,-8,-3.2,0.349514563106796,0.491803278688525,-0.142288715581728
"552","lac",34852,19,8,42.1,101,25,10,40,0,-6,-2,2.1,0.237623762376238,0.267857142857143,-0.0302333804809052
"553","lac",34862,25,6,24,101,17,6,35.3,1,8,0,-11.3,0.178217821782178,0.197802197802198,-0.0195843760200196
"554","lac",34885,20,9,45,116,35,10,28.6,1,-15,-1,16.4,0.232758620689655,0.294117647058824,-0.0613590263691684
"555","lac",34895,24,9,37.5,91,20,5,25,0,4,4,12.5,0.296703296703297,0.14018691588785,0.156516380815446
"556","lac",34901,30,11,36.7,114,20,7,35,1,10,4,1.7,0.289473684210526,0.214285714285714,0.0751879699248121
"557","lac",34914,25,8,32,112,30,10,33.3,1,-5,-2,-1.3,0.214285714285714,0.3,-0.0857142857142857
"558","lac",34936,30,12,40,108,21,14,66.7,0,9,-2,-26.7,0.333333333333333,0.368421052631579,-0.0350877192982456
"559","lac",34953,24,5,20.8,96,29,10,34.5,0,-5,-5,-13.7,0.15625,0.309278350515464,-0.153028350515464
"560","lac",34958,32,16,50,114,28,15,53.6,0,4,1,-3.6,0.421052631578947,0.348837209302326,0.0722154222766218
"561","lac",34971,26,8,30.8,108,27,5,18.5,1,-1,3,12.3,0.222222222222222,0.192307692307692,0.0299145299145299
"562","lac",34990,31,10,32.3,114,24,6,25,1,7,4,7.3,0.263157894736842,0.171428571428571,0.0917293233082707
"563","lac",34998,33,15,45.4,133,20,6,30,1,13,9,15.4,0.338345864661654,0.165137614678899,0.173208249982755
"564","lac",35009,27,9,33.3,95,26,9,34.6,0,1,0,-1.3,0.284210526315789,0.278350515463918,0.00586001085187193
"565","lac",35022,27,7,25.9,108,26,8,30.8,1,1,-1,-4.9,0.194444444444444,0.252631578947368,-0.058187134502924
"566","lac",35029,29,10,34.5,97,28,13,46.4,0,1,-3,-11.9,0.309278350515464,0.397959183673469,-0.0886808331580055
"567","lac",35059,30,12,40,133,34,13,38.2,1,-4,-1,1.8,0.270676691729323,0.314516129032258,-0.0438394373029348
"568","lac",35064,22,12,54.6,124,23,7,30.4,1,-1,5,24.2,0.290322580645161,0.177966101694915,0.112356478950246
"569","lac",35077,25,11,44,115,23,6,26.1,1,2,5,17.9,0.28695652173913,0.173076923076923,0.113879598662207
"570","lac",35112,31,12,38.7,112,31,11,35.5,1,0,1,3.2,0.321428571428571,0.326732673267327,-0.00530410183875529
"571","lac",35133,22,6,27.3,98,22,8,36.4,1,0,-2,-9.1,0.183673469387755,0.275862068965517,-0.0921885995777621
"572","lac",35150,26,10,38.5,125,40,9,22.5,1,-14,1,16,0.24,0.28125,-0.04125
"573","lac",35168,28,10,35.7,115,11,5,45.4,1,17,5,-9.7,0.260869565217391,0.157894736842105,0.102974828375286
"574","lac",40246,37,11,29.7,98,29,10,34.5,0,8,1,-4.8,0.336734693877551,0.294117647058824,0.0426170468187275
"575","lal",33953,35,12,34.3,120,29,7,24.1,1,6,5,10.2,0.3,0.184210526315789,0.115789473684211
"576","lal",33964,23,9,39.1,89,25,6,24,0,-2,3,15.1,0.303370786516854,0.1875,0.115870786516854
"577","lal",33980,32,7,21.9,96,26,9,34.6,0,6,-2,-12.7,0.21875,0.238938053097345,-0.0201880530973451
"578","lal",33988,28,6,21.4,108,28,10,35.7,0,0,-4,-14.3,0.166666666666667,0.260869565217391,-0.0942028985507246
"579","lal",33999,22,9,40.9,123,32,11,34.4,1,-10,-2,6.5,0.219512195121951,0.28448275862069,-0.0649705634987384
"580","lal",34018,30,8,26.7,117,32,5,15.6,1,-2,3,11.1,0.205128205128205,0.154639175257732,0.0504890298704732
"581","lal",34032,23,10,43.5,119,20,6,30,1,3,4,13.5,0.252100840336134,0.166666666666667,0.0854341736694678
"582","lal",34044,26,10,38.5,97,23,10,43.5,0,3,0,-5,0.309278350515464,0.275229357798165,0.0340489927172988
"583","lal",34060,27,9,33.3,101,21,8,38.1,1,6,1,-4.8,0.267326732673267,0.263736263736264,0.0035904689370036
"584","lal",34069,30,16,53.3,126,20,6,30,1,10,10,23.3,0.380952380952381,0.181818181818182,0.199134199134199
"585","lal",34082,24,8,33.3,99,27,13,48.2,0,-3,-5,-14.9,0.242424242424242,0.312,-0.0695757575757576
"586","lal",34097,28,9,32.1,125,41,12,29.3,1,-13,-3,2.8,0.216,0.305084745762712,-0.0890847457627119
"587","lal",34122,25,12,48,107,24,10,41.7,0,1,2,6.3,0.336448598130841,0.258620689655172,0.0778279084756687
"588","lal",34138,31,13,41.9,110,22,8,36.4,0,9,5,5.5,0.354545454545455,0.203389830508475,0.15115562403698
"589","lal",34151,27,14,51.8,111,27,11,40.7,1,0,3,11.1,0.378378378378378,0.302752293577982,0.0756260848003967
"590","lal",34163,20,8,40,106,36,19,52.8,0,-16,-11,-12.8,0.226415094339623,0.38255033557047,-0.156135241230847
"591","lal",34178,22,5,22.7,85,28,11,39.3,0,-6,-6,-16.6,0.176470588235294,0.302752293577982,-0.126281705342688
"592","lal",34192,20,8,40,109,35,12,34.3,1,-15,-4,5.7,0.220183486238532,0.382978723404255,-0.162795237165723
"593","lal",34203,30,5,16.7,88,31,8,25.8,0,-1,-3,-9.1,0.170454545454545,0.228571428571429,-0.0581168831168831
"594","lal",34209,8,2,25,96,21,4,19,1,-13,-2,6,0.0625,0.133333333333333,-0.0708333333333333
"595","lal",34224,26,6,23.1,80,29,12,41.4,0,-3,-6,-18.3,0.225,0.31858407079646,-0.0935840707964602
"596","lal",34235,21,7,33.3,100,30,10,33.3,0,-9,-3,0,0.21,0.29126213592233,-0.0812621359223301
"597","lal",34253,14,5,35.7,101,32,13,40.6,0,-18,-8,-4.9,0.148514851485149,0.364485981308411,-0.215971129823263
"598","lal",34266,20,5,25,95,36,15,41.7,0,-16,-10,-16.7,0.157894736842105,0.335820895522388,-0.177926158680283
"599","lal",34284,26,9,34.6,115,30,13,43.3,0,-4,-4,-8.7,0.234782608695652,0.327731092436975,-0.0929484837413226
"600","lal",34300,28,10,35.7,112,22,10,45.4,0,6,0,-9.7,0.267857142857143,0.254237288135593,0.0136198547215496
"601","lal",34307,23,10,43.5,92,23,10,43.5,0,0,0,0,0.326086956521739,0.258620689655172,0.0674662668665667
"602","lal",34318,27,6,22.2,97,35,11,31.4,0,-8,-5,-9.2,0.185567010309278,0.308411214953271,-0.122844204643993
"603","lal",34336,30,9,30,100,31,6,19.4,1,-1,3,10.6,0.27,0.202247191011236,0.0677528089887641
"604","lal",34342,37,16,43.2,108,33,15,45.4,0,4,1,-2.2,0.444444444444444,0.378151260504202,0.0662931839402428
"605","lal",34359,33,16,48.5,113,25,11,44,0,8,5,4.5,0.424778761061947,0.282051282051282,0.142727479010665
"606","lal",34379,38,14,36.8,107,22,11,50,0,16,3,-13.2,0.392523364485981,0.28695652173913,0.105566842746851
"607","lal",34383,23,8,34.8,90,27,11,40.7,0,-4,-3,-5.90000000000001,0.266666666666667,0.302752293577982,-0.036085626911315
"608","lal",34400,25,8,32,111,29,10,34.5,1,-4,-2,-2.5,0.216216216216216,0.294117647058824,-0.0779014308426073
"609","lal",34415,16,4,25,100,26,9,34.6,0,-10,-5,-9.6,0.12,0.264705882352941,-0.144705882352941
"610","lal",34431,19,7,36.8,89,31,14,45.2,0,-12,-7,-8.40000000000001,0.235955056179775,0.415841584158416,-0.179886527978641
"611","lal",34452,32,15,46.9,114,17,10,58.8,0,15,5,-11.9,0.394736842105263,0.24390243902439,0.150834403080873
"612","lal",34468,33,17,51.5,116,31,10,32.3,1,2,7,19.2,0.439655172413793,0.294117647058824,0.14553752535497
"613","lal",34482,31,10,32.3,109,33,12,36.4,0,-2,-2,-4.1,0.275229357798165,0.305084745762712,-0.0298553879645467
"614","lal",34489,28,10,35.7,127,32,8,25,1,-4,2,10.7,0.236220472440945,0.24,-0.00377952755905511
"615","lal",34507,32,8,25,111,26,7,26.9,1,6,1,-1.9,0.216216216216216,0.221052631578947,-0.00483641536273113
"616","lal",34517,24,9,37.5,87,21,7,33.3,0,3,2,4.2,0.310344827586207,0.194444444444444,0.115900383141762
"617","lal",34529,19,6,31.6,94,21,10,47.6,0,-2,-4,-16,0.191489361702128,0.223880597014925,-0.0323912353127977
"618","lal",34541,21,10,47.6,97,28,10,35.7,0,-7,0,11.9,0.309278350515464,0.265486725663717,0.0437916248517471
"619","lal",34552,26,6,23.1,97,25,9,36,0,1,-3,-12.9,0.185567010309278,0.264705882352941,-0.0791388720436628
"620","lal",34566,30,11,36.7,121,26,11,42.3,0,4,0,-5.59999999999999,0.272727272727273,0.259842519685039,0.0128847530422334
"621","lal",34589,33,14,42.4,108,24,10,41.7,1,9,4,0.699999999999996,0.388888888888889,0.3125,0.0763888888888889
"622","lal",34602,21,3,14.3,73,39,17,43.6,0,-18,-14,-29.3,0.123287671232877,0.418032786885246,-0.294745115652369
"623","lal",34629,29,11,37.9,98,15,4,26.7,0,14,7,11.2,0.336734693877551,0.114285714285714,0.222448979591837
"624","lal",34633,14,4,28.6,88,26,6,23.1,0,-12,-2,5.5,0.136363636363636,0.1875,-0.0511363636363636
"625","lal",34669,26,12,46.2,120,27,15,55.6,1,-1,-3,-9.4,0.3,0.387931034482759,-0.0879310344827586
"626","lal",34682,39,12,30.8,108,33,12,36.4,0,6,0,-5.6,0.333333333333333,0.310344827586207,0.0229885057471264
"627","lal",34691,38,14,36.8,107,35,13,37.1,0,3,1,-0.300000000000004,0.392523364485981,0.345132743362832,0.0473906211231495
"628","lal",34708,28,8,28.6,121,21,7,33.3,1,7,1,-4.7,0.198347107438017,0.196261682242991,0.00208542519502589
"629","lal",34726,23,6,26.1,102,16,4,25,0,7,2,1.1,0.176470588235294,0.0991735537190083,0.0772970345162859
"630","lal",34742,30,15,50,122,28,8,28.6,1,2,7,21.4,0.368852459016393,0.210526315789474,0.15832614322692
"631","lal",34773,29,12,41.4,96,24,7,29.2,0,5,5,12.2,0.375,0.216494845360825,0.158505154639175
"632","lal",34784,26,9,34.6,101,24,10,41.7,0,2,-1,-7.1,0.267326732673267,0.218978102189781,0.0483486304834863
"633","lal",34801,35,7,20,93,24,10,41.7,0,11,-3,-21.7,0.225806451612903,0.272727272727273,-0.0469208211143695
"634","lal",34814,22,7,31.8,98,21,10,47.6,0,1,-3,-15.8,0.214285714285714,0.252100840336134,-0.0378151260504202
"635","lal",34834,32,12,37.5,104,39,16,41,0,-7,-4,-3.5,0.346153846153846,0.440366972477064,-0.0942131263232181
"636","lal",34858,24,6,25,95,33,10,30.3,0,-9,-4,-5.3,0.189473684210526,0.260869565217391,-0.071395881006865
"637","lal",34873,28,10,35.7,97,24,9,37.5,0,4,1,-1.8,0.309278350515464,0.257142857142857,0.0521354933726068
"638","lal",34887,30,11,36.7,111,31,17,54.8,0,-1,-6,-18.1,0.297297297297297,0.418032786885246,-0.120735489587949
"639","lal",34903,27,12,44.4,122,19,6,31.6,1,8,6,12.8,0.295081967213115,0.163636363636364,0.131445603576751
"640","lal",34930,20,4,20,116,24,10,41.7,0,-4,-6,-21.7,0.103448275862069,0.254237288135593,-0.150789012273524
"641","lal",34938,20,6,30,101,38,17,44.7,0,-18,-11,-14.7,0.178217821782178,0.395348837209302,-0.217131015427124
"642","lal",34950,25,3,12,100,43,18,41.9,0,-18,-15,-29.9,0.09,0.388489208633094,-0.298489208633094
"643","lal",34967,29,11,37.9,103,24,4,16.7,0,5,7,21.2,0.320388349514563,0.11214953271028,0.208238816804283
"644","lal",34983,27,11,40.7,120,36,13,36.1,0,-9,-2,4.6,0.275,0.312,-0.037
"645","lal",34998,20,6,30,109,33,15,45.4,0,-13,-9,-15.4,0.165137614678899,0.338345864661654,-0.173208249982755
"646","lal",35020,23,14,60.9,130,21,7,33.3,1,2,7,27.6,0.323076923076923,0.176470588235294,0.146606334841629
"647","lal",35036,21,5,23.8,81,28,12,42.9,0,-7,-7,-19.1,0.185185185185185,0.371134020618557,-0.185948835433372
"648","lal",35050,22,8,36.4,108,23,6,26.1,0,-1,2,10.3,0.222222222222222,0.151260504201681,0.0709617180205415
"649","lal",35063,27,9,33.3,104,21,10,47.6,0,6,-1,-14.3,0.259615384615385,0.252100840336134,0.00751454427925019
"650","lal",35077,23,6,26.1,104,25,11,44,0,-2,-5,-17.9,0.173076923076923,0.28695652173913,-0.113879598662207
"651","lal",35084,19,7,36.8,108,30,13,43.3,1,-11,-6,-6.5,0.194444444444444,0.378640776699029,-0.184196332254585
"652","lal",35110,14,7,50,102,35,13,37.1,1,-21,-6,12.9,0.205882352941176,0.410526315789474,-0.204643962848297
"653","lal",35127,24,4,16.7,98,20,8,40,1,4,-4,-23.3,0.122448979591837,0.25531914893617,-0.132870169344333
"654","lal",35142,27,10,37,110,16,3,18.8,1,11,7,18.2,0.272727272727273,0.0825688073394495,0.190158465387823
"655","lal",35155,22,8,36.4,108,22,7,31.8,1,0,1,4.6,0.222222222222222,0.21875,0.00347222222222221
"656","lal",35169,17,4,23.5,94,36,12,33.3,0,-19,-8,-9.8,0.127659574468085,0.330275229357798,-0.202615654889713
"657","phx",33952,16,4,25,94,21,6,28.6,0,-5,-2,-3.6,0.127659574468085,0.15929203539823,-0.031632460930145
"658","phx",33961,28,5,17.9,110,21,5,23.8,0,7,0,-5.9,0.136363636363636,0.132743362831858,0.00362027353177793
"659","phx",33976,23,8,34.8,100,29,8,27.6,0,-6,0,7.2,0.24,0.226415094339623,0.0135849056603773
"660","phx",33985,15,5,33.3,98,16,6,37.5,0,-1,-1,-4.2,0.153061224489796,0.155172413793103,-0.00211118930330753
"661","phx",34003,16,5,31.2,118,33,12,36.4,1,-17,-7,-5.2,0.127118644067797,0.31304347826087,-0.185924834193073
"662","phx",34015,24,8,33.3,112,30,10,33.3,1,-6,-2,0,0.214285714285714,0.27027027027027,-0.055984555984556
"663","phx",34032,20,6,30,108,23,10,43.5,0,-3,-4,-13.5,0.166666666666667,0.252100840336134,-0.0854341736694678
"664","phx",34043,21,7,33.3,121,31,14,45.2,0,-10,-7,-11.9,0.173553719008264,0.338709677419355,-0.16515595841109
"665","phx",34053,22,8,36.4,107,22,9,40.9,1,0,-1,-4.5,0.224299065420561,0.27,-0.0457009345794393
"666","phx",34079,33,8,24.2,104,37,16,43.2,0,-4,-8,-19,0.230769230769231,0.39344262295082,-0.162673392181589
"667","phx",34083,24,8,33.3,120,33,16,48.5,0,-9,-8,-15.2,0.2,0.360902255639098,-0.160902255639098
"668","phx",34106,20,8,40,104,17,8,47.1,0,3,0,-7.1,0.230769230769231,0.2,0.0307692307692308
"669","phx",34115,26,9,34.6,116,7,1,14.3,1,19,8,20.3,0.232758620689655,0.03125,0.201508620689655
"670","phx",34129,21,6,28.6,105,35,17,48.6,0,-14,-11,-20,0.171428571428571,0.425,-0.253571428571429
"671","phx",34140,27,11,40.7,101,28,10,35.7,0,-1,1,5,0.326732673267327,0.283018867924528,0.0437138053427985
"672","phx",34154,22,9,40.9,92,25,7,28,1,-3,2,12.9,0.293478260869565,0.241379310344828,0.0520989505247376
"673","phx",34176,26,6,23.1,85,22,7,31.8,0,4,-1,-8.7,0.211764705882353,0.214285714285714,-0.00252100840336134
"674","phx",34186,25,11,44,114,29,13,44.8,0,-4,-2,-0.799999999999997,0.289473684210526,0.325,-0.0355263157894737
"675","phx",34214,21,10,47.6,109,25,9,36,1,-4,1,11.6,0.275229357798165,0.252336448598131,0.0228929092000343
"676","phx",34239,32,11,34.4,109,21,14,66.7,0,11,-3,-32.3,0.302752293577982,0.304347826086957,-0.00159553250897487
"677","phx",34260,18,6,33.3,105,27,12,44.4,0,-9,-6,-11.1,0.171428571428571,0.321428571428571,-0.15
"678","phx",34269,33,9,27.3,94,23,7,30.4,0,10,2,-3.1,0.287234042553192,0.192660550458716,0.0945734920944759
"679","phx",34284,30,13,43.3,119,26,9,34.6,1,4,4,8.7,0.327731092436975,0.234782608695652,0.0929484837413226
"680","phx",34299,41,14,34.2,119,40,16,40,0,1,-2,-5.8,0.352941176470588,0.4,-0.0470588235294118
"681","phx",34312,30,9,30,113,20,7,35,1,10,2,-5,0.238938053097345,0.189189189189189,0.0497488639081559
"682","phx",34339,22,8,36.4,101,16,7,43.8,0,6,1,-7.4,0.237623762376238,0.184210526315789,0.0534132360604481
"683","phx",34356,21,9,42.9,108,19,7,36.8,0,2,2,6.1,0.25,0.182608695652174,0.0673913043478261
"684","phx",34375,25,9,36,111,38,18,47.4,0,-13,-9,-11.4,0.243243243243243,0.432,-0.188756756756757
"685","phx",34393,26,12,46.2,123,31,13,41.9,1,-5,-1,4.3,0.292682926829268,0.336206896551724,-0.0435239697224559
"686","phx",34407,30,7,23.3,115,43,15,34.9,0,-13,-8,-11.6,0.182608695652174,0.343511450381679,-0.160902754729505
"687","phx",34422,16,7,43.8,98,17,5,29.4,0,-1,2,14.4,0.214285714285714,0.126050420168067,0.0882352941176471
"688","phx",34430,21,9,42.9,99,27,7,25.9,1,-6,2,17,0.272727272727273,0.230769230769231,0.0419580419580419
"689","phx",34446,17,7,41.2,86,20,8,40,0,-3,-1,1.2,0.244186046511628,0.263736263736264,-0.0195502172246358
"690","phx",34459,15,2,13.3,98,16,7,43.8,0,-1,-5,-30.5,0.0612244897959184,0.192660550458716,-0.131436060662797
"691","phx",34467,23,9,39.1,99,23,6,26.1,1,0,3,13,0.272727272727273,0.2,0.0727272727272727
"692","phx",34481,17,7,41.2,102,29,9,31,1,-12,-2,10.2,0.205882352941176,0.284210526315789,-0.078328173374613
"693","phx",34505,27,9,33.3,116,34,15,44.1,0,-7,-6,-10.8,0.232758620689655,0.375,-0.142241379310345
"694","phx",34530,18,10,55.6,108,34,15,44.1,0,-16,-5,11.5,0.277777777777778,0.398230088495575,-0.120452310717797
"695","phx",34543,21,8,38.1,108,20,9,45,1,1,-1,-6.9,0.222222222222222,0.257142857142857,-0.0349206349206349
"696","phx",34560,22,5,22.7,101,23,8,34.8,0,-1,-3,-12.1,0.148514851485149,0.226415094339623,-0.0779002428544741
"697","phx",34576,19,4,21,103,43,19,44.2,0,-24,-15,-23.2,0.116504854368932,0.483050847457627,-0.366545993088695
"698","phx",34594,24,9,37.5,107,21,11,52.4,1,3,-2,-14.9,0.252336448598131,0.314285714285714,-0.0619492656875835
"699","phx",34603,22,9,40.9,115,27,7,25.9,1,-5,2,15,0.234782608695652,0.203883495145631,0.0308991135500211
"700","phx",34619,19,7,36.8,111,17,6,35.3,0,2,1,1.5,0.189189189189189,0.160714285714286,0.0284749034749035
"701","phx",34632,24,10,41.7,120,23,9,39.1,0,1,1,2.6,0.25,0.21259842519685,0.0374015748031496
"702","phx",34649,21,6,28.6,112,25,8,32,0,-4,-2,-3.4,0.160714285714286,0.195121951219512,-0.0344076655052265
"703","phx",34663,19,5,26.3,96,28,16,57.1,0,-9,-11,-30.8,0.15625,0.417391304347826,-0.261141304347826
"704","phx",34679,20,7,35,114,19,5,26.3,0,1,2,8.7,0.184210526315789,0.120967741935484,0.0632427843803056
"705","phx",34693,29,12,41.4,105,27,10,37,1,2,2,4.4,0.342857142857143,0.29126213592233,0.0515950069348128
"706","phx",34701,28,11,39.3,112,17,7,41.2,0,11,4,-1.90000000000001,0.294642857142857,0.153284671532847,0.14135818561001
"707","phx",34714,27,5,18.5,106,26,9,34.6,0,1,-4,-16.1,0.141509433962264,0.243243243243243,-0.101733809280979
"708","phx",34728,23,5,21.7,91,24,14,58.3,0,-1,-9,-36.6,0.164835164835165,0.381818181818182,-0.216983016983017
"709","phx",34746,19,8,42.1,115,19,5,26.3,1,0,3,15.8,0.208695652173913,0.154639175257732,0.0540564769161811
"710","phx",34753,22,8,36.4,102,36,18,50,0,-14,-10,-13.6,0.235294117647059,0.406015037593985,-0.170720919946926
"711","phx",34769,23,8,34.8,108,28,8,28.6,0,-5,0,6.2,0.222222222222222,0.218181818181818,0.00404040404040404
"712","phx",34784,24,10,41.7,137,26,9,34.6,1,-2,1,7.1,0.218978102189781,0.267326732673267,-0.0483486304834863
"713","phx",34799,24,8,33.3,121,26,12,46.2,0,-2,-4,-12.9,0.198347107438017,0.28125,-0.0829028925619835
"714","phx",34815,14,5,35.7,96,20,6,30,0,-6,-1,5.7,0.15625,0.18,-0.02375
"715","phx",34832,21,7,33.3,112,25,12,48,0,-4,-5,-14.7,0.1875,0.276923076923077,-0.0894230769230769
"716","phx",34847,19,7,36.8,120,34,10,29.4,1,-15,-3,7.4,0.175,0.29126213592233,-0.11626213592233
"717","phx",34856,21,5,23.8,118,35,9,25.7,1,-14,-4,-1.9,0.127118644067797,0.243243243243243,-0.116124599175447
"718","phx",34869,20,4,20,109,37,13,35.1,1,-17,-9,-15.1,0.110091743119266,0.367924528301887,-0.257832785182621
"719","phx",34888,27,13,48.2,127,18,7,38.9,0,9,6,9.3,0.307086614173228,0.16030534351145,0.146781270661778
"720","phx",34903,19,6,31.6,110,27,12,44.4,0,-8,-6,-12.8,0.163636363636364,0.295081967213115,-0.131445603576751
