"","team","game.id","three_pt_Attempts","three_pt_Made","three_pt_Percentage","total_pts.points"
"733","phx","35093",34,8,23.5,116
"734","phx","35111",27,7,25.9,111
"735","phx","35126",18,8,44.4,120
"736","phx","35139",19,8,42.1,124
"737","phx","35156",30,8,26.7,104
"738","phx","40235",27,10,37,92
"739","sac","33952",21,6,28.6,113
"740","sac","33956",20,6,30,94
"741","sac","33974",26,9,34.6,106
"742","sac","33984",23,10,43.5,95
"743","sac","33989",23,5,21.7,96
"744","sac","34005",18,7,38.9,94
"745","sac","34025",28,10,35.7,91
"746","sac","34029",16,5,31.2,96
"747","sac","34045",25,8,32,102
"748","sac","34060",21,8,38.1,91
"749","sac","34068",21,6,28.6,120
"750","sac","34108",20,9,45,105
"751","sac","34123",26,10,38.5,115
"752","sac","34136",27,11,40.7,102
"753","sac","34164",28,12,42.9,116
"754","sac","34179",32,9,28.1,104
"755","sac","34187",23,13,56.5,122
"756","sac","34193",21,3,14.3,95
"757","sac","34223",26,6,23.1,92
"758","sac","34242",28,9,32.1,98
"759","sac","34268",22,10,45.4,120
"760","sac","34285",28,7,25,100
"761","sac","34294",26,9,34.6,84
"762","sac","34307",23,10,43.5,116
"763","sac","34320",32,11,34.4,98
"764","sac","34334",24,7,29.2,96
"765","sac","34351",31,8,25.8,79
"766","sac","34368",23,10,43.5,126
"767","sac","34374",21,10,47.6,94
"768","sac","34390",29,15,51.7,109
"769","sac","34411",25,7,28,102
"770","sac","34424",28,9,32.1,89
"771","sac","34442",28,11,39.3,98
"772","sac","34466",29,11,37.9,120
"773","sac","34475",20,8,40,102
"774","sac","34491",30,9,30,98
"775","sac","34506",28,11,39.3,106
"776","sac","34519",23,13,56.5,100
"777","sac","34539",25,9,36,108
"778","sac","34550",24,9,37.5,118
"779","sac","34575",21,9,42.9,100
"780","sac","34584",29,6,20.7,91
"781","sac","34600",26,9,34.6,99
"782","sac","34609",21,9,42.9,109
"783","sac","34620",31,11,35.5,116
"784","sac","34635",26,13,50,111
"785","sac","34644",27,11,40.7,109
"786","sac","34666",29,8,27.6,83
"787","sac","34693",27,10,37,103
"788","sac","34704",23,7,30.4,109
"789","sac","34718",28,11,39.3,107
"790","sac","34733",25,10,40,108
"791","sac","34747",36,18,50,108
"792","sac","34759",31,11,35.5,105
"793","sac","34773",24,7,29.2,97
"794","sac","34787",24,7,29.2,86
"795","sac","34795",14,7,50,116
"796","sac","34806",28,11,39.3,85
"797","sac","34828",17,6,35.3,88
"798","sac","34845",22,11,50,100
"799","sac","34871",17,8,47.1,109
"800","sac","34883",16,6,37.5,96
"801","sac","34897",19,7,36.8,104
"802","sac","34912",22,12,54.6,122
"803","sac","34924",23,8,34.8,92
"804","sac","34937",30,16,53.3,120
"805","sac","34952",14,6,42.9,107
"806","sac","34968",21,5,23.8,94
"807","sac","34982",10,7,70,102
"808","sac","35005",26,10,38.5,98
"809","sac","35021",21,10,47.6,100
"810","sac","35029",28,13,46.4,98
"811","sac","35041",25,6,24,91
"812","sac","35060",15,2,13.3,82
"813","sac","35072",19,6,31.6,89
"814","sac","35080",19,11,57.9,123
"815","sac","35103",22,12,54.6,98
"816","sac","35127",20,8,40,94
"817","sac","35140",31,9,29,128
"818","sac","35156",19,9,47.4,129
"819","sac","35168",11,5,45.4,95
"820","sac","40227",29,13,44.8,119
"821","chi","33955",25,11,44,105
"822","chi","33970",21,9,42.9,118
"823","chi","33983",27,11,40.7,118
"824","chi","34001",20,7,35,100
"825","chi","34013",23,8,34.8,104
"826","chi","34023",18,6,33.3,94
"827","chi","34036",19,3,15.8,112
"828","chi","34051",27,9,33.3,107
"829","chi","34058",16,6,37.5,98
"830","chi","34073",15,5,33.3,106
"831","chi","34096",20,7,35,113
"832","chi","34113",17,5,29.4,85
"833","chi","34132",30,9,30,95
"834","chi","34138",22,8,36.4,118
"835","chi","34150",18,6,33.3,107
"836","chi","34169",21,6,28.6,105
"837","chi","34209",21,4,19,90
"838","chi","34226",18,3,16.7,111
"839","chi","34236",13,3,23.1,82
"840","chi","34248",23,7,30.4,110
"841","chi","34257",15,2,13.3,91
"842","chi","34276",17,4,23.5,95
"843","chi","34290",8,1,12.5,105
"844","chi","34310",15,4,26.7,94
"845","chi","34324",20,5,25,97
"846","chi","34333",21,5,23.8,69
"847","chi","34354",16,8,50,113
"848","chi","34372",21,6,28.6,97
"849","chi","34382",22,7,31.8,91
"850","chi","34398",18,7,38.9,100
"851","chi","34405",25,6,24,90
"852","chi","34420",13,3,23.1,101
"853","chi","34432",23,6,26.1,101
"854","chi","34443",27,10,37,96
"855","chi","34457",23,7,30.4,118
"856","chi","34472",30,13,43.3,106
"857","chi","34494",28,11,39.3,123
"858","chi","34509",19,7,36.8,94
"859","chi","34511",27,10,37,99
"860","chi","34528",18,3,16.7,89
"861","chi","34542",20,8,40,107
"862","chi","34551",17,4,23.5,108
"863","chi","34564",14,6,42.9,98
"864","chi","34587",28,7,25,93
"865","chi","34600",17,6,35.3,102
"866","chi","34617",22,7,31.8,100
"867","chi","34623",27,8,29.6,114
"868","chi","34640",13,3,23.1,88
"869","chi","34656",14,8,57.1,121
"870","chi","34680",15,6,40,128
"871","chi","34689",25,8,32,117
"872","chi","34718",19,6,31.6,112
"873","chi","34732",24,4,16.7,92
"874","chi","34746",19,5,26.3,97
"875","chi","34756",25,10,40,89
"876","chi","34771",17,7,41.2,105
"877","chi","34789",25,6,24,104
"878","chi","34799",26,12,46.2,128
"879","chi","34811",30,15,50,117
"880","chi","34831",26,10,38.5,107
"881","chi","34846",19,5,26.3,94
"882","chi","34862",17,6,35.3,91
"883","chi","34878",28,8,28.6,95
"884","chi","34889",28,12,42.9,91
"885","chi","34906",39,9,23.1,94
"886","chi","34925",25,7,28,80
"887","chi","34931",40,14,35,115
"888","chi","34949",28,11,39.3,91
"889","chi","34961",27,7,25.9,107
"890","chi","34972",19,7,36.8,95
"891","chi","34991",37,14,37.8,120
"892","chi","35001",23,11,47.8,117
"893","chi","35017",24,10,41.7,107
"894","chi","35030",21,10,47.6,109
"895","chi","35062",25,12,48,99
"896","chi","35078",30,12,40,106
"897","chi","35087",26,13,50,117
"898","chi","35100",27,6,22.2,91
"899","chi","35113",25,8,32,102
"900","chi","35128",24,11,45.8,106
"901","chi","35146",26,12,46.2,122
"902","chi","35162",30,14,46.7,112
"903","cle","33941",35,13,37.1,117
"904","cle","33958",32,12,37.5,94
"905","cle","33969",37,11,29.7,105
"906","cle","33987",32,16,50,128
"907","cle","34008",34,14,41.2,128
"908","cle","34020",38,14,36.8,102
"909","cle","34040",42,11,26.2,106
"910","cle","34062",33,14,42.4,105
"911","cle","34080",38,14,36.8,100
"912","cle","34093",33,13,39.4,121
"913","cle","34100",30,11,36.7,93
"914","cle","34116",25,11,44,104
"915","cle","34155",36,21,58.3,137
"916","cle","34167",43,20,46.5,128
"917","cle","34185",40,12,30,112
"918","cle","34202",39,14,35.9,101
"919","cle","34219",24,9,37.5,94
"920","cle","34226",26,10,38.5,105
"921","cle","34245",32,14,43.8,116
"922","cle","34267",40,22,55,126
"923","cle","34278",24,9,37.5,114
"924","cle","34289",31,13,41.9,116
"925","cle","34308",31,12,38.7,103
"926","cle","34319",25,9,36,85
"927","cle","34342",33,15,45.4,119
"928","cle","34363",40,17,42.5,114
"929","cle","34369",27,15,55.6,113
"930","cle","34384",35,8,22.9,119
"931","cle","34397",35,12,34.3,109
"932","cle","34404",28,11,39.3,90
"933","cle","34428",38,14,36.8,124
"934","cle","34444",31,14,45.2,121
"935","cle","34454",31,6,19.4,90
"936","cle","34472",25,8,32,94
"937","cle","34487",33,9,27.3,116
"938","cle","34505",34,15,44.1,120
"939","cle","34516",31,9,29,92
"940","cle","34525",30,9,30,86
"941","cle","34539",37,15,40.5,120
"942","cle","34559",34,9,26.5,91
"943","cle","34576",43,19,44.2,118
"944","cle","34597",34,13,38.2,115
"945","cle","34611",37,15,40.5,122
"946","cle","34620",38,15,39.5,112
"947","cle","34636",36,13,36.1,124
"948","cle","34652",29,8,27.6,107
"949","cle","34662",32,12,37.5,97
"950","cle","34671",37,15,40.5,125
"951","cle","34699",40,16,40,111
"952","cle","34709",38,19,50,140
"953","cle","34723",36,16,44.4,132
"954","cle","34736",21,10,47.6,109
"955","cle","34751",30,15,50,125
"956","cle","34772",39,13,33.3,116
"957","cle","34775",39,18,46.2,113
"958","cle","34793",38,15,39.5,119
"959","cle","34811",37,14,37.8,99
"960","cle","34824",27,10,37,102
"961","cle","34839",33,10,30.3,99
"962","cle","34853",46,25,54.4,135
"963","cle","34861",27,11,40.7,92
"964","cle","34876",27,9,33.3,98
"965","cle","34900",39,11,28.2,101
"966","cle","34917",39,15,38.5,116
"967","cle","34929",43,17,39.5,112
"968","cle","34939",30,19,63.3,128
"969","cle","34954",33,9,27.3,91
"970","cle","34971",27,5,18.5,78
"971","cle","34983",36,13,36.1,125
"972","cle","35004",37,15,40.5,113
"973","cle","35013",25,9,36,112
"974","cle","35023",33,12,36.4,115
"975","cle","35039",26,4,15.4,74
"976","cle","35062",27,10,37,93
"977","cle","35068",29,13,44.8,122
"978","cle","35091",43,18,41.9,135
"979","cle","35096",36,18,50,122
"980","cle","35109",36,11,30.6,114
"981","cle","35119",36,9,25,100
"982","cle","35137",46,19,41.3,125
"983","cle","35145",35,14,40,121
"984","cle","35158",37,10,27,83
"985","det","33947",22,4,18.2,91
"986","det","33960",19,7,36.8,108
"987","det","33978",20,5,25,98
"988","det","33990",13,8,61.5,102
"989","det","33997",25,9,36,101
"990","det","34022",20,7,35,103
"991","det","34038",12,4,33.3,82
"992","det","34053",22,9,40.9,100
"993","det","34067",25,5,20,86
"994","det","34078",18,4,22.2,106
"995","det","34087",16,5,31.2,104
"996","det","34102",23,8,34.8,102
"997","det","34116",19,6,31.6,81
"998","det","34128",20,7,35,92
"999","det","34143",17,7,41.2,96
"1000","det","34158",19,6,31.6,107
"1001","det","34170",19,9,47.4,108
"1002","det","34182",19,1,5.3,88
"1003","det","34200",28,12,42.9,112
"1004","det","34207",20,9,45,121
"1005","det","34228",29,17,58.6,121
"1006","det","34240",27,10,37,92
"1007","det","34257",21,8,38.1,102
"1008","det","34261",27,4,14.8,77
"1009","det","34282",29,14,48.3,117
"1010","det","34296",19,5,26.3,79
"1011","det","34321",17,5,29.4,95
"1012","det","34329",28,10,35.7,108
"1013","det","34340",30,10,33.3,90
"1014","det","34354",23,3,13,82
"1015","det","34371",23,6,26.1,86
"1016","det","34386",29,10,34.5,113
"1017","det","34404",28,16,57.1,106
"1018","det","34419",24,6,25,94
"1019","det","34438",31,9,29,98
"1020","det","34449",22,9,40.9,107
"1021","det","34463",29,10,34.5,116
"1022","det","34478",28,10,35.7,115
"1023","det","34499",25,8,32,125
"1024","det","34519",27,12,44.4,94
"1025","det","34531",28,6,21.4,107
"1026","det","34540",17,6,35.3,77
"1027","det","34552",25,9,36,102
"1028","det","34573",25,10,40,118
"1029","det","34591",28,11,39.3,113
"1030","det","34609",28,10,35.7,104
"1031","det","34645",12,4,33.3,103
"1032","det","34661",27,3,11.1,109
"1033","det","34675",26,10,38.5,118
"1034","det","34688",26,11,42.3,116
"1035","det","34697",17,6,35.3,84
"1036","det","34713",22,5,22.7,113
"1037","det","34726",16,4,25,121
"1038","det","34741",17,5,29.4,92
"1039","det","34758",31,8,25.8,102
"1040","det","34764",21,7,33.3,89
"1041","det","34779",20,6,30,98
"1042","det","34791",37,15,40.5,114
"1043","det","34819",33,12,36.4,98
"1044","det","34830",25,7,28,120
"1045","det","34841",23,3,13,86
"1046","det","34859",23,10,43.5,136
"1047","det","34878",21,6,28.6,109
"1048","det","34896",26,7,26.9,98
"1049","det","34900",26,9,34.6,106
"1050","det","34915",27,9,33.3,112
"1051","det","34939",19,4,21,96
"1052","det","34948",13,3,23.1,83
"1053","det","34963",20,3,15,75
"1054","det","34978",25,12,48,112
"1055","det","34992",23,5,21.7,96
"1056","det","35001",20,7,35,95
"1057","det","35014",22,2,9.1,87
"1058","det","35038",23,9,39.1,95
"1059","det","35047",27,8,29.6,96
"1060","det","35061",18,7,38.9,90
"1061","det","35070",30,7,23.3,105
"1062","det","35106",21,7,33.3,102
"1063","det","35122",26,9,34.6,114
"1064","det","35141",28,14,50,103
"1065","det","35148",26,10,38.5,101
"1066","det","35157",35,11,31.4,109
"1067","ind","33945",19,10,52.6,130
"1068","ind","33959",24,7,29.2,94
"1069","ind","33970",18,7,38.9,101
"1070","ind","33988",28,10,35.7,115
"1071","ind","34006",23,10,43.5,107
"1072","ind","34023",26,12,46.2,111
"1073","ind","34035",33,9,27.3,100
"1074","ind","34050",19,9,47.4,122
"1075","ind","34061",19,5,26.3,105
"1076","ind","34070",27,6,22.2,99
"1077","ind","34085",25,8,32,88
"1078","ind","34100",28,10,35.7,103
"1079","ind","34115",7,1,14.3,96
"1080","ind","34135",22,11,50,115
"1081","ind","34142",23,6,26.1,83
"1082","ind","34156",27,7,25.9,85
"1083","ind","34174",26,11,42.3,118
"1084","ind","34189",19,5,26.3,91
"1085","ind","34215",14,6,42.9,109
"1086","ind","34243",14,5,35.7,111
"1087","ind","34254",15,3,20,106
"1088","ind","34269",23,7,30.4,109
"1089","ind","34283",25,14,56,103
"1090","ind","34288",29,15,51.7,118
"1091","ind","34301",36,17,47.2,110
"1092","ind","34317",27,9,33.3,89
"1093","ind","34325",21,3,14.3,95
"1094","ind","34340",19,6,31.6,105
"1095","ind","34353",21,7,33.3,107
"1096","ind","34361",23,6,26.1,111
"1097","ind","34380",23,7,30.4,102
"1098","ind","34405",25,9,36,85
"1099","ind","34416",28,11,39.3,105
"1100","ind","34432",19,7,36.8,111
"1101","ind","34450",22,9,40.9,117
"1102","ind","34463",16,9,56.2,121
"1103","ind","34476",22,10,45.4,121
"1104","ind","34492",24,11,45.8,123
"1105","ind","34526",29,12,41.4,112
"1106","ind","34556",19,5,26.3,98
"1107","ind","34575",21,7,33.3,106
"1108","ind","34589",24,10,41.7,96
"1109","ind","34599",20,10,50,100
"1110","ind","34612",26,7,26.9,103
"1111","ind","34631",18,10,55.6,109
"1112","ind","34635",28,10,35.7,115
"1113","ind","34653",21,5,23.8,120
"1114","ind","34670",20,9,45,98
"1115","ind","34687",20,8,40,106
"1116","ind","34697",24,7,29.2,105
"1117","ind","34710",26,8,30.8,93
"1118","ind","34723",25,13,52,117
"1119","ind","34745",21,4,19,107
"1120","ind","34749",22,10,45.4,100
"1121","ind","34765",20,9,45,106
"1122","ind","34775",24,12,50,104
"1123","ind","34788",18,4,22.2,98
"1124","ind","34797",26,11,42.3,102
"1125","ind","34809",12,4,33.3,95
"1126","ind","34826",30,13,43.3,117
"1127","ind","34842",24,7,29.2,99
"1128","ind","34867",33,15,45.4,97
"1129","ind","34881",30,12,40,88
"1130","ind","34896",23,11,47.8,115
"1131","ind","34907",18,2,11.1,85
"1132","ind","34927",15,5,33.3,102
"1133","ind","34941",29,8,27.6,81
"1134","ind","34945",28,12,42.9,98
"1135","ind","34980",23,6,26.1,91
"1136","ind","34986",20,10,50,107
"1137","ind","35000",28,11,39.3,100
"1138","ind","35015",24,13,54.2,117
"1139","ind","35032",17,7,41.2,107
"1140","ind","35044",18,5,27.8,114
"1141","ind","35056",25,10,40,97
"1142","ind","35066",26,11,42.3,100
"1143","ind","35091",41,16,39,130
"1144","ind","35097",25,12,48,108
"1145","ind","35115",25,8,32,104
"1146","ind","35130",22,11,50,127
"1147","ind","35143",16,5,31.2,120
"1148","ind","35166",24,10,41.7,104
"1149","mil","33948",16,3,18.8,96
"1150","mil","33971",22,8,36.4,110
"1151","mil","33978",17,4,23.5,83
"1152","mil","33991",32,10,31.2,117
"1153","mil","34006",27,12,44.4,125
"1154","mil","34025",33,14,42.4,117
"1155","mil","34030",29,6,20.7,75
"1156","mil","34057",18,6,33.3,106
"1157","mil","34077",18,7,38.9,106
"1158","mil","34103",32,8,25,100
"1159","mil","34110",23,7,30.4,73
"1160","mil","34131",20,10,50,121
"1161","mil","34144",29,8,27.6,93
"1162","mil","34172",29,12,41.4,99
"1163","mil","34188",24,8,33.3,104
"1164","mil","34202",19,7,36.8,118
"1165","mil","34217",34,15,44.1,111
"1166","mil","34231",24,6,25,112
"1167","mil","34249",24,6,25,96
"1168","mil","34265",24,10,41.7,115
"1169","mil","34280",28,12,42.9,110
"1170","mil","34286",25,13,52,105
"1171","mil","34302",24,4,16.7,100
"1172","mil","34324",20,11,55,108
"1173","mil","34333",25,10,40,95
"1174","mil","34363",27,7,25.9,108
"1175","mil","34369",22,9,40.9,102
"1176","mil","34387",25,9,36,123
"1177","mil","34401",21,6,28.6,102
"1178","mil","34419",22,11,50,119
"1179","mil","34437",18,8,44.4,99
"1180","mil","34443",15,9,60,116
"1181","mil","34453",19,7,36.8,98
"1182","mil","34471",28,9,32.1,105
"1183","mil","34488",22,12,54.6,111
"1184","mil","34502",23,9,39.1,101
"1185","mil","34515",19,10,52.6,109
"1186","mil","34534",15,9,60,116
"1187","mil","34547",19,6,31.6,98
"1188","mil","34555",14,5,35.7,104
"1189","mil","34572",28,7,25,92
"1190","mil","34583",25,10,40,96
"1191","mil","34595",18,6,33.3,97
"1192","mil","34610",23,11,47.8,127
"1193","mil","34624",28,7,25,109
"1194","mil","34638",23,7,30.4,86
"1195","mil","34646",21,9,42.9,108
"1196","mil","34678",23,9,39.1,88
"1197","mil","34692",24,9,37.5,117
"1198","mil","34701",17,7,41.2,137
"1199","mil","34727",15,6,40,88
"1200","mil","34742",28,8,28.6,114
"1201","mil","34749",31,17,54.8,116
"1202","mil","34764",21,6,28.6,102
"1203","mil","34778",15,7,46.7,129
"1204","mil","34800",18,7,38.9,95
"1205","mil","34815",20,6,30,100
"1206","mil","34824",29,11,37.9,95
"1207","mil","34840",18,9,50,98
"1208","mil","34852",25,10,40,112
"1209","mil","34860",27,6,22.2,101
"1210","mil","34874",33,14,42.4,112
"1211","mil","34892",26,8,30.8,104
"1212","mil","34907",17,7,41.2,99
"1213","mil","34918",20,8,40,102
"1214","mil","34933",26,14,53.8,93
"1215","mil","34953",29,10,34.5,97
"1216","mil","34967",24,4,16.7,107
"1217","mil","34975",27,9,33.3,92
"1218","mil","34997",16,7,43.8,93
"1219","mil","35005",35,16,45.7,116
"1220","mil","35018",27,8,29.6,100
"1221","mil","35030",23,7,30.4,94
"1222","mil","35043",30,14,46.7,118
"1223","mil","35053",22,8,36.4,103
"1224","mil","35070",36,14,38.9,108
"1225","mil","35085",34,12,35.3,105
"1226","mil","35099",18,3,16.7,79
"1227","mil","35115",24,11,45.8,89
"1228","mil","35131",27,6,22.2,90
"1229","mil","35147",28,16,57.1,89
"1230","mil","35159",23,6,26.1,94
"1231","dal","33945",48,18,37.5,121
"1232","dal","33963",29,8,27.6,98
"1233","dal","33981",30,11,36.7,92
"1234","dal","34002",26,7,26.9,81
"1235","dal","34016",28,10,35.7,95
"1236","dal","34030",38,9,23.7,86
"1237","dal","34044",23,10,43.5,109
"1238","dal","34056",28,6,21.4,95
"1239","dal","34086",27,5,18.5,77
"1240","dal","34101",23,8,34.8,83
"1241","dal","34120",25,5,20,64
"1242","dal","34127",28,13,46.4,87
"1243","dal","34146",27,8,29.6,91
"1244","dal","34160",24,11,45.8,104
"1245","dal","34167",35,8,22.9,90
"1246","dal","34190",27,10,37,91
"1247","dal","34212",30,10,33.3,87
"1248","dal","34216",31,9,29,87
"1249","dal","34236",31,13,41.9,107
"1250","dal","34252",36,13,36.1,101
"1251","dal","34268",30,10,33.3,89
"1252","dal","34283",32,15,46.9,111
"1253","dal","34292",34,11,32.4,87
"1254","dal","34305",26,12,46.2,112
"1255","dal","34321",25,8,32,85
"1256","dal","34338",28,12,42.9,100
"1257","dal","34351",33,13,39.4,99
"1258","dal","34357",25,14,56,107
"1259","dal","34376",31,7,22.6,96
"1260","dal","34395",29,7,24.1,90
"1261","dal","34406",32,13,40.6,104
"1262","dal","34414",38,15,39.5,107
"1263","dal","34431",31,14,45.2,101
"1264","dal","34441",32,8,25,99
"1265","dal","34464",32,17,53.1,113
"1266","dal","34481",29,9,31,95
"1267","dal","34497",36,9,25,82
"1268","dal","34510",28,13,46.4,92
"1269","dal","34530",34,15,44.1,113
"1270","dal","34548",29,12,41.4,98
"1271","dal","34564",28,11,39.3,99
"1272","dal","34577",36,14,38.9,95
"1273","dal","34588",23,8,34.8,107
"1274","dal","34602",39,17,43.6,122
"1275","dal","34628",26,6,23.1,103
"1276","dal","34630",26,11,42.3,98
"1277","dal","34657",34,12,35.3,105
"1278","dal","34662",32,9,28.1,104
"1279","dal","34676",26,10,38.5,113
"1280","dal","34694",31,17,54.8,108
"1281","dal","34716",26,8,30.8,87
"1282","dal","34721",28,12,42.9,113
"1283","dal","34737",20,5,25,112
"1284","dal","34754",35,17,48.6,112
"1285","dal","34766",27,9,33.3,98
"1286","dal","34779",36,10,27.8,91
"1287","dal","34802",33,8,24.2,84
"1288","dal","34810",26,12,46.2,96
"1289","dal","34827",18,9,50,96
"1290","dal","34837",33,14,42.4,95
"1291","dal","34854",27,5,18.5,104
"1292","dal","34872",25,7,28,104
"1293","dal","34887",31,17,54.8,122
"1294","dal","34911",33,14,42.4,105
"1295","dal","34922",26,9,34.6,98
"1296","dal","34932",25,7,28,78
"1297","dal","34944",32,14,43.8,112
"1298","dal","34960",23,5,21.7,74
"1299","dal","34976",25,10,40,111
"1300","dal","34995",34,11,32.4,87
"1301","dal","35009",26,9,34.6,97
"1302","dal","35024",28,7,25,86
"1303","dal","35040",29,10,34.5,91
"1304","dal","35057",27,14,51.8,118
"1305","dal","35071",34,12,35.3,90
"1306","dal","35085",36,14,38.9,109
"1307","dal","35103",43,12,27.9,87
"1308","dal","35112",31,11,35.5,101
"1309","dal","35123",27,8,29.6,89
"1310","dal","35139",45,16,35.6,111
"1311","dal","35154",40,12,30,91
"1312","dal","35163",34,9,26.5,100
"1313","hou","33953",29,7,24.1,114
"1314","hou","33963",32,15,46.9,106
"1315","hou","33981",31,11,35.5,93
"1316","hou","33987",44,17,38.6,120
"1317","hou","33998",40,15,37.5,118
"1318","hou","34024",36,12,33.3,97
"1319","hou","34034",37,17,46,114
"1320","hou","34054",30,10,33.3,101
"1321","hou","34074",47,15,31.9,100
"1322","hou","34089",40,17,42.5,115
"1323","hou","34104",40,14,35,103
"1324","hou","34111",32,14,43.8,126
"1325","hou","34124",32,12,37.5,111
"1326","hou","34143",31,10,32.3,99
"1327","hou","34159",42,14,33.3,102
"1328","hou","34179",50,21,42,117
"1329","hou","34191",36,17,47.2,130
"1330","hou","34205",30,11,36.7,101
"1331","hou","34221",44,14,31.8,132
"1332","hou","34230",37,17,46,128
"1333","hou","34251",38,12,31.6,107
"1334","hou","34266",36,15,41.7,134
"1335","hou","34281",42,11,26.2,102
"1336","hou","34292",37,19,51.4,109
"1337","hou","34304",43,17,39.5,122
"1338","hou","34320",42,22,52.4,132
"1339","hou","34335",61,24,39.3,122
"1340","hou","34343",51,17,33.3,111
"1341","hou","34365",38,6,15.8,100
"1342","hou","34375",38,18,47.4,125
"1343","hou","34388",52,20,38.5,109
"1344","hou","34407",43,15,34.9,131
"1345","hou","34414",32,17,53.1,123
"1346","hou","34436",40,14,35,140
"1347","hou","34445",55,21,38.2,129
"1348","hou","34458",39,12,30.8,101
"1349","hou","34480",39,15,38.5,118
"1350","hou","34485",49,15,30.6,100
"1351","hou","34503",38,11,29,129
"1352","hou","34514",39,17,43.6,121
"1353","hou","34522",42,15,35.7,105
"1354","hou","34535",41,10,24.4,105
"1355","hou","34549",44,21,47.7,137
"1356","hou","34563",39,9,23.1,103
"1357","hou","34572",44,14,31.8,111
"1358","hou","34586",35,7,20,108
"1359","hou","34596",42,16,38.1,119
"1360","hou","34610",35,14,40,114
"1361","hou","34621",31,10,32.3,109
"1362","hou","34634",31,12,38.7,123
"1363","hou","34653",39,11,28.2,101
"1364","hou","34666",45,14,31.1,105
"1365","hou","34683",51,13,25.5,108
"1366","hou","34689",43,16,37.2,121
"1367","hou","34720",38,16,42.1,128
"1368","hou","34734",40,13,32.5,107
"1369","hou","34753",36,18,50,133
"1370","hou","34781",40,13,32.5,109
"1371","hou","34792",51,20,39.2,129
"1372","hou","34812",58,22,37.9,142
"1373","hou","34826",45,10,22.2,108
"1374","hou","34844",52,20,38.5,122
"1375","hou","34864",42,18,42.9,123
"1376","hou","34882",39,14,35.9,110
"1377","hou","34894",32,8,25,108
"1378","hou","34906",47,15,31.9,115
"1379","hou","34929",45,16,35.6,117
"1380","hou","34950",43,18,41.9,139
"1381","hou","34964",40,13,32.5,112
"1382","hou","34974",24,5,20.8,109
"1383","hou","34988",38,17,44.7,125
"1384","hou","35019",39,14,35.9,117
"1385","hou","35031",39,20,51.3,137
"1386","hou","35048",31,5,16.1,106
"1387","hou","35065",34,8,23.5,107
"1388","hou","35076",37,12,32.4,98
"1389","hou","35093",38,14,36.8,123
"1390","hou","35108",34,10,29.4,110
"1391","hou","35122",51,16,31.4,109
"1392","hou","35140",43,18,41.9,135
"1393","hou","35150",40,9,22.5,96
"1394","hou","35164",56,19,33.9,123
"1395","mem","33949",24,11,45.8,102
"1396","mem","33968",25,9,36,104
"1397","mem","33979",31,15,48.4,112
"1398","mem","33992",24,4,16.7,80
"1399","mem","34000",27,8,29.6,89
"1400","mem","34014",26,9,34.6,88
"1401","mem","34028",26,6,23.1,94
"1402","mem","34042",24,7,29.2,108
"1403","mem","34077",30,6,20,96
"1404","mem","34091",21,8,38.1,102
"1405","mem","34107",26,15,57.7,111
"1406","mem","34120",25,9,36,80
"1407","mem","34130",18,2,11.1,93
"1408","mem","34141",26,12,46.2,105
"1409","mem","34152",29,10,34.5,104
"1410","mem","34173",19,4,21,81
"1411","mem","34183",25,9,36,110
"1412","mem","34197",29,7,24.1,85
"1413","mem","34208",27,11,40.7,105
"1414","mem","34218",18,7,38.9,95
"1415","mem","34235",30,10,33.3,103
"1416","mem","34250",34,13,38.2,110
"1417","mem","34258",17,2,11.8,96
"1418","mem","34273",20,6,30,88
"1419","mem","34291",26,8,30.8,110
"1420","mem","34308",22,4,18.2,86
"1421","mem","34319",23,12,52.2,93
"1422","mem","34334",25,5,20,92
"1423","mem","34347",23,2,8.7,73
"1424","mem","34364",30,12,40,109
"1425","mem","34371",30,12,40,98
"1426","mem","34388",25,13,52,115
"1427","mem","34402",25,10,40,102
"1428","mem","34412",30,9,30,103
"1429","mem","34427",22,13,59.1,114
"1430","mem","34442",35,17,48.6,112
"1431","mem","34468",31,10,32.3,102
"1432","mem","34473",28,11,39.3,106
"1433","mem","34490",33,13,39.4,128
"1434","mem","34504",24,9,37.5,88
"1435","mem","34521",24,7,29.2,95
"1436","mem","34535",27,10,37,110
"1437","mem","34551",32,11,34.4,104
"1438","mem","34568",25,8,32,101
"1439","mem","34584",28,11,39.3,107
"1440","mem","34596",34,9,26.5,95
"1441","mem","34625",22,10,45.4,101
"1442","mem","34643",26,9,34.6,109
"1443","mem","34648",26,11,42.3,102
"1444","mem","34663",28,16,57.1,115
"1445","mem","34677",30,14,46.7,119
"1446","mem","34690",19,3,15.8,102
"1447","mem","34703",28,10,35.7,107
"1448","mem","34717",19,4,21,89
"1449","mem","34728",24,14,58.3,110
"1450","mem","34743",26,9,34.6,107
"1451","mem","34762",22,9,40.9,112
"1452","mem","34780",33,6,18.2,91
"1453","mem","34797",27,9,33.3,92
"1454","mem","34816",33,11,33.3,105
"1455","mem","34832",25,12,48,130
"1456","mem","34854",28,9,32.1,100
"1457","mem","34864",28,8,28.6,108
"1458","mem","34879",25,10,40,109
"1459","mem","34901",20,7,35,98
"1460","mem","34921",29,5,17.2,90
"1461","mem","34933",27,14,51.8,113
"1462","mem","34949",31,11,35.5,98
"1463","mem","34957",28,10,35.7,103
